id_no,date,stock_name,price
173,01-08-2020,AAPL,492
174,02-08-2020,AAPL,493
175,03-08-2020,AAPL,494
176,04-08-2020,AAPL,495
177,05-08-2020,AAPL,496
178,06-08-2020,AAPL,497
179,07-08-2020,AAPL,498
180,08-08-2020,AAPL,499
181,09-08-2020,AAPL,500
182,10-08-2020,AAPL,501
183,11-08-2020,AAPL,502
184,12-08-2020,AAPL,503
185,13-08-2020,AAPL,504
186,14-08-2020,AAPL,505
187,15-08-2020,AAPL,506
188,16-08-2020,AAPL,507
189,17-08-2020,AAPL,508
190,18-08-2020,AAPL,509
191,19-08-2020,AAPL,510
192,20-08-2020,AAPL,511
193,21-08-2020,AAPL,512
194,22-08-2020,AAPL,513
195,23-08-2020,AAPL,514
196,24-08-2020,AAPL,515
197,25-08-2020,AAPL,516
198,26-08-2020,AAPL,517
199,27-08-2020,AAPL,518
200,28-08-2020,AAPL,519
201,29-08-2020,AAPL,520
202,30-08-2020,AAPL,521
203,31-08-2020,AAPL,522
204,01-09-2020,AAPL,523
205,02-09-2020,AAPL,524
206,03-09-2020,AAPL,525
207,04-09-2020,AAPL,526
208,05-09-2020,AAPL,527
209,06-09-2020,AAPL,528
210,07-09-2020,AAPL,529
211,08-09-2020,AAPL,530
212,09-09-2020,AAPL,531
213,10-09-2020,AAPL,532
214,11-09-2020,AAPL,533
215,12-09-2020,AAPL,534
216,13-09-2020,AAPL,535
217,14-09-2020,AAPL,536
218,15-09-2020,AAPL,537
219,16-09-2020,AAPL,538
220,17-09-2020,AAPL,539
221,18-09-2020,AAPL,540
222,19-09-2020,AAPL,541
223,20-09-2020,AAPL,542
224,21-09-2020,AAPL,543
225,22-09-2020,AAPL,544
226,23-09-2020,AAPL,545
227,24-09-2020,AAPL,546
228,25-09-2020,AAPL,547
229,26-09-2020,AAPL,548
230,27-09-2020,AAPL,549
231,28-09-2020,AAPL,550
232,29-09-2020,AAPL,551
233,30-09-2020,AAPL,552
234,01-10-2020,AAPL,553
235,02-10-2020,AAPL,554
236,03-10-2020,AAPL,555
237,04-10-2020,AAPL,556
238,05-10-2020,AAPL,557
239,06-10-2020,AAPL,558
240,07-10-2020,AAPL,559
241,08-10-2020,AAPL,560
242,09-10-2020,AAPL,561
243,10-10-2020,AAPL,562
244,11-10-2020,AAPL,563
245,12-10-2020,AAPL,564
246,13-10-2020,AAPL,565
247,14-10-2020,AAPL,566
248,15-10-2020,AAPL,567
249,16-10-2020,AAPL,568
250,17-10-2020,AAPL,569
251,18-10-2020,AAPL,570
252,19-10-2020,AAPL,571
253,20-10-2020,AAPL,572
254,21-10-2020,AAPL,573
255,22-10-2020,AAPL,574
256,23-10-2020,AAPL,575
257,24-10-2020,AAPL,576
258,25-10-2020,AAPL,577
259,26-10-2020,AAPL,578
260,27-10-2020,AAPL,579
261,28-10-2020,AAPL,580
262,29-10-2020,AAPL,581
263,30-10-2020,AAPL,582
264,31-10-2020,AAPL,583
265,01-11-2020,AAPL,584
266,02-11-2020,AAPL,585
267,03-11-2020,AAPL,586
268,04-11-2020,AAPL,587
269,05-11-2020,AAPL,588
270,06-11-2020,AAPL,589
271,07-11-2020,AAPL,590
272,08-11-2020,AAPL,591
273,09-11-2020,AAPL,592
274,10-11-2020,AAPL,593
275,11-11-2020,AAPL,594
276,12-11-2020,AAPL,595
277,13-11-2020,AAPL,596
278,14-11-2020,AAPL,597
279,15-11-2020,AAPL,598
280,16-11-2020,AAPL,599
281,17-11-2020,AAPL,600
282,18-11-2020,AAPL,601
283,19-11-2020,AAPL,602
284,20-11-2020,AAPL,603
285,21-11-2020,AAPL,604
286,22-11-2020,AAPL,605
287,23-11-2020,AAPL,606
288,24-11-2020,AAPL,607
289,25-11-2020,AAPL,608
290,26-11-2020,AAPL,609
291,27-11-2020,AAPL,610
292,28-11-2020,AAPL,611
293,29-11-2020,AAPL,612
294,30-11-2020,AAPL,613
295,01-12-2020,AAPL,614
296,02-12-2020,AAPL,615
297,03-12-2020,AAPL,616
298,04-12-2020,AAPL,617
299,05-12-2020,AAPL,618
300,06-12-2020,AAPL,619
301,07-12-2020,AAPL,620
302,08-12-2020,AAPL,621
303,09-12-2020,AAPL,622
304,10-12-2020,AAPL,623
305,11-12-2020,AAPL,624
306,12-12-2020,AAPL,625
307,13-12-2020,AAPL,626
308,14-12-2020,AAPL,627
309,15-12-2020,AAPL,628
310,16-12-2020,AAPL,629
311,17-12-2020,AAPL,630
312,18-12-2020,AAPL,631
313,19-12-2020,AAPL,632
314,20-12-2020,AAPL,633
315,21-12-2020,AAPL,634
316,22-12-2020,AAPL,635
317,23-12-2020,AAPL,636
318,24-12-2020,AAPL,637
319,25-12-2020,AAPL,638
320,26-12-2020,AAPL,639
321,27-12-2020,AAPL,640
322,28-12-2020,AAPL,641
323,29-12-2020,AAPL,642
324,30-12-2020,AAPL,643
325,31-12-2020,AAPL,644
326,01-01-2021,AAPL,645
327,02-01-2021,AAPL,646
328,03-01-2021,AAPL,647
329,04-01-2021,AAPL,648
330,05-01-2021,AAPL,649
331,06-01-2021,AAPL,650
332,07-01-2021,AAPL,651
333,08-01-2021,AAPL,652
334,09-01-2021,AAPL,653
335,10-01-2021,AAPL,654
336,11-01-2021,AAPL,655
337,12-01-2021,AAPL,656
338,13-01-2021,AAPL,657
339,14-01-2021,AAPL,658
340,15-01-2021,AAPL,659
341,16-01-2021,AAPL,660
342,17-01-2021,AAPL,661
343,18-01-2021,AAPL,662
344,19-01-2021,AAPL,663
345,20-01-2021,AAPL,664
346,21-01-2021,AAPL,665
347,22-01-2021,AAPL,666
348,23-01-2021,AAPL,667
349,24-01-2021,AAPL,668
350,25-01-2021,AAPL,669
351,26-01-2021,AAPL,670
352,27-01-2021,AAPL,671
353,28-01-2021,AAPL,672
354,29-01-2021,AAPL,673
355,30-01-2021,AAPL,674
356,31-01-2021,AAPL,675
357,01-02-2021,AAPL,676
358,02-02-2021,AAPL,677
359,03-02-2021,AAPL,678
360,04-02-2021,AAPL,679
361,05-02-2021,AAPL,680
362,06-02-2021,AAPL,681
363,07-02-2021,AAPL,682
364,08-02-2021,AAPL,683
365,09-02-2021,AAPL,684
366,10-02-2021,AAPL,685
367,11-02-2021,AAPL,686
368,12-02-2021,AAPL,687
369,13-02-2021,AAPL,688
370,14-02-2021,AAPL,689
371,15-02-2021,AAPL,690
372,16-02-2021,AAPL,691
373,17-02-2021,AAPL,692
374,18-02-2021,AAPL,693
375,19-02-2021,AAPL,694
376,20-02-2021,AAPL,695
377,21-02-2021,AAPL,696
378,22-02-2021,AAPL,697
379,23-02-2021,AAPL,698
380,24-02-2021,AAPL,699
381,25-02-2021,AAPL,700
382,26-02-2021,AAPL,701
383,27-02-2021,AAPL,702
384,28-02-2021,AAPL,703
385,01-03-2021,AAPL,704
386,02-03-2021,AAPL,705
387,03-03-2021,AAPL,706
388,04-03-2021,AAPL,707
389,05-03-2021,AAPL,708
390,06-03-2021,AAPL,709
391,07-03-2021,AAPL,710
392,08-03-2021,AAPL,711
393,09-03-2021,AAPL,712
394,10-03-2021,AAPL,713
395,11-03-2021,AAPL,714
396,12-03-2021,AAPL,715
397,13-03-2021,AAPL,716
398,14-03-2021,AAPL,717
399,15-03-2021,AAPL,718
400,16-03-2021,AAPL,719
401,17-03-2021,AAPL,720
402,18-03-2021,AAPL,721
403,19-03-2021,AAPL,722
404,20-03-2021,AAPL,723
405,21-03-2021,AAPL,724
406,22-03-2021,AAPL,725
407,23-03-2021,AAPL,726
408,24-03-2021,AAPL,727
409,25-03-2021,AAPL,728
410,26-03-2021,AAPL,729
411,27-03-2021,AAPL,730
412,28-03-2021,AAPL,731
413,29-03-2021,AAPL,732
414,30-03-2021,AAPL,733
415,31-03-2021,AAPL,734
416,01-04-2021,AAPL,735
417,02-04-2021,AAPL,736
418,03-04-2021,AAPL,737
419,04-04-2021,AAPL,738
420,05-04-2021,AAPL,739
421,06-04-2021,AAPL,740
422,07-04-2021,AAPL,741
423,08-04-2021,AAPL,742
424,09-04-2021,AAPL,743
425,10-04-2021,AAPL,744
426,11-04-2021,AAPL,745
427,12-04-2021,AAPL,746
428,13-04-2021,AAPL,747
429,14-04-2021,AAPL,748
430,15-04-2021,AAPL,749
431,16-04-2021,AAPL,750
432,17-04-2021,AAPL,751
433,18-04-2021,AAPL,752
434,19-04-2021,AAPL,753
435,20-04-2021,AAPL,754
436,21-04-2021,AAPL,755
437,22-04-2021,AAPL,756
438,23-04-2021,AAPL,757
439,24-04-2021,AAPL,758
440,25-04-2021,AAPL,759
441,26-04-2021,AAPL,760
442,27-04-2021,AAPL,761
443,28-04-2021,AAPL,762
444,29-04-2021,AAPL,763
445,30-04-2021,AAPL,764
446,01-05-2021,AAPL,765
447,02-05-2021,AAPL,766
448,03-05-2021,AAPL,767
449,04-05-2021,AAPL,768
450,05-05-2021,AAPL,769
451,06-05-2021,AAPL,770
452,07-05-2021,AAPL,771
453,08-05-2021,AAPL,772
454,09-05-2021,AAPL,773
455,10-05-2021,AAPL,774
456,11-05-2021,AAPL,775
457,12-05-2021,AAPL,776
458,13-05-2021,AAPL,777
459,14-05-2021,AAPL,778
460,15-05-2021,AAPL,779
461,16-05-2021,AAPL,780
462,17-05-2021,AAPL,781
463,18-05-2021,AAPL,782
464,19-05-2021,AAPL,783
465,20-05-2021,AAPL,784
466,21-05-2021,AAPL,785
467,22-05-2021,AAPL,786
468,23-05-2021,AAPL,787
469,24-05-2021,AAPL,788
470,25-05-2021,AAPL,789
471,26-05-2021,AAPL,790
472,27-05-2021,AAPL,791
473,28-05-2021,AAPL,792
474,29-05-2021,AAPL,793
475,30-05-2021,AAPL,794
476,31-05-2021,AAPL,795
477,01-06-2021,AAPL,796
478,02-06-2021,AAPL,797
479,03-06-2021,AAPL,798
480,04-06-2021,AAPL,799
481,05-06-2021,AAPL,800
482,06-06-2021,AAPL,801
483,07-06-2021,AAPL,802
484,08-06-2021,AAPL,803
485,09-06-2021,AAPL,804
486,10-06-2021,AAPL,805
487,11-06-2021,AAPL,806
488,12-06-2021,AAPL,807
489,13-06-2021,AAPL,808
490,14-06-2021,AAPL,809
491,15-06-2021,AAPL,810
492,16-06-2021,AAPL,811
493,17-06-2021,AAPL,812
494,18-06-2021,AAPL,813
495,19-06-2021,AAPL,814
496,20-06-2021,AAPL,815
497,21-06-2021,AAPL,816
498,22-06-2021,AAPL,817
499,23-06-2021,AAPL,818
500,24-06-2021,AAPL,819
501,25-06-2021,AAPL,820
502,26-06-2021,AAPL,821
503,27-06-2021,AAPL,822
504,28-06-2021,AAPL,823
505,29-06-2021,AAPL,824
506,30-06-2021,AAPL,825
507,01-07-2021,AAPL,826
508,02-07-2021,AAPL,827
509,03-07-2021,AAPL,828
510,04-07-2021,AAPL,829
511,05-07-2021,AAPL,830
512,06-07-2021,AAPL,831
513,07-07-2021,AAPL,832
514,08-07-2021,AAPL,833
515,09-07-2021,AAPL,834
516,10-07-2021,AAPL,835
517,11-07-2021,AAPL,836
518,12-07-2021,AAPL,837
519,13-07-2021,AAPL,838
520,14-07-2021,AAPL,839
521,15-07-2021,AAPL,840
522,16-07-2021,AAPL,841
523,17-07-2021,AAPL,842
524,18-07-2021,AAPL,843
525,19-07-2021,AAPL,844
526,20-07-2021,AAPL,845
527,21-07-2021,AAPL,846
528,22-07-2021,AAPL,847
529,23-07-2021,AAPL,848
530,24-07-2021,AAPL,849
531,25-07-2021,AAPL,850
532,26-07-2021,AAPL,851
533,27-07-2021,AAPL,852
534,28-07-2021,AAPL,853
535,29-07-2021,AAPL,854
536,30-07-2021,AAPL,855
537,31-07-2021,AAPL,856
538,01-08-2021,AAPL,857
539,02-08-2021,AAPL,858
540,03-08-2021,AAPL,859
541,04-08-2021,AAPL,860
542,05-08-2021,AAPL,861
543,06-08-2021,AAPL,862
544,07-08-2021,AAPL,863
545,08-08-2021,AAPL,864
546,09-08-2021,AAPL,865
547,10-08-2021,AAPL,866
548,11-08-2021,AAPL,867
549,12-08-2021,AAPL,868
550,13-08-2021,AAPL,869
551,14-08-2021,AAPL,870
552,15-08-2021,AAPL,871
553,16-08-2021,AAPL,872
554,17-08-2021,AAPL,873
555,18-08-2021,AAPL,874
556,19-08-2021,AAPL,875
557,20-08-2021,AAPL,876
558,21-08-2021,AAPL,877
559,22-08-2021,AAPL,878
560,23-08-2021,AAPL,879
561,24-08-2021,AAPL,880
562,25-08-2021,AAPL,881
563,26-08-2021,AAPL,882
564,27-08-2021,AAPL,883
565,28-08-2021,AAPL,884
566,29-08-2021,AAPL,885
567,30-08-2021,AAPL,886
568,31-08-2021,AAPL,887
569,01-09-2021,AAPL,888
570,02-09-2021,AAPL,889
571,03-09-2021,AAPL,890
572,04-09-2021,AAPL,891
573,05-09-2021,AAPL,892
574,06-09-2021,AAPL,893
575,07-09-2021,AAPL,894
576,08-09-2021,AAPL,895
577,09-09-2021,AAPL,896
578,10-09-2021,AAPL,897
579,11-09-2021,AAPL,898
580,12-09-2021,AAPL,899
581,13-09-2021,AAPL,900
582,14-09-2021,AAPL,901
583,15-09-2021,AAPL,902
584,16-09-2021,AAPL,903
585,17-09-2021,AAPL,904
586,18-09-2021,AAPL,905
587,19-09-2021,AAPL,906
588,20-09-2021,AAPL,907
589,21-09-2021,AAPL,908
590,22-09-2021,AAPL,909
591,23-09-2021,AAPL,910
592,24-09-2021,AAPL,911
593,25-09-2021,AAPL,912
594,26-09-2021,AAPL,913
595,27-09-2021,AAPL,914
596,28-09-2021,AAPL,915
597,29-09-2021,AAPL,916
598,30-09-2021,AAPL,917
599,01-10-2021,AAPL,918
600,02-10-2021,AAPL,919
601,03-10-2021,AAPL,920
602,04-10-2021,AAPL,921
603,05-10-2021,AAPL,922
604,06-10-2021,AAPL,923
605,07-10-2021,AAPL,924
606,08-10-2021,AAPL,925
607,09-10-2021,AAPL,926
608,10-10-2021,AAPL,927
609,11-10-2021,AAPL,928
610,12-10-2021,AAPL,929
611,13-10-2021,AAPL,930
612,14-10-2021,AAPL,931
613,15-10-2021,AAPL,932
614,16-10-2021,AAPL,933
615,17-10-2021,AAPL,934
616,18-10-2021,AAPL,935
617,19-10-2021,AAPL,936
618,20-10-2021,AAPL,937
619,21-10-2021,AAPL,938
620,22-10-2021,AAPL,939
621,23-10-2021,AAPL,940
622,24-10-2021,AAPL,941
623,25-10-2021,AAPL,942
624,26-10-2021,AAPL,943
625,27-10-2021,AAPL,944
626,28-10-2021,AAPL,945
627,29-10-2021,AAPL,946
628,30-10-2021,AAPL,947
629,31-10-2021,AAPL,948
630,01-11-2021,AAPL,949
631,02-11-2021,AAPL,950
632,03-11-2021,AAPL,951
633,04-11-2021,AAPL,952
634,05-11-2021,AAPL,953
635,06-11-2021,AAPL,954
636,07-11-2021,AAPL,955
637,08-11-2021,AAPL,956
638,09-11-2021,AAPL,957
639,10-11-2021,AAPL,958
640,11-11-2021,AAPL,959
641,12-11-2021,AAPL,960
642,13-11-2021,AAPL,961
643,14-11-2021,AAPL,962
644,15-11-2021,AAPL,963
645,16-11-2021,AAPL,964
646,17-11-2021,AAPL,965
647,18-11-2021,AAPL,966
648,19-11-2021,AAPL,967
649,20-11-2021,AAPL,968
650,21-11-2021,AAPL,969
651,22-11-2021,AAPL,970
652,23-11-2021,AAPL,971
653,24-11-2021,AAPL,972
654,25-11-2021,AAPL,973
655,26-11-2021,AAPL,974
656,27-11-2021,AAPL,975
657,28-11-2021,AAPL,976
658,29-11-2021,AAPL,977
659,30-11-2021,AAPL,978
660,01-12-2021,AAPL,979
661,02-12-2021,AAPL,980
662,03-12-2021,AAPL,981
663,04-12-2021,AAPL,982
664,05-12-2021,AAPL,983
665,06-12-2021,AAPL,984
666,07-12-2021,AAPL,985
667,08-12-2021,AAPL,986
668,09-12-2021,AAPL,987
669,10-12-2021,AAPL,988
670,11-12-2021,AAPL,989
671,12-12-2021,AAPL,990
672,13-12-2021,AAPL,991
673,14-12-2021,AAPL,992
674,15-12-2021,AAPL,993
675,16-12-2021,AAPL,994
676,17-12-2021,AAPL,995
677,18-12-2021,AAPL,996
678,19-12-2021,AAPL,997
679,20-12-2021,AAPL,998
680,21-12-2021,AAPL,999
681,22-12-2021,AAPL,1000
682,23-12-2021,AAPL,1001
683,24-12-2021,AAPL,1002
684,25-12-2021,AAPL,1003
685,26-12-2021,AAPL,1004
686,27-12-2021,AAPL,1005
687,28-12-2021,AAPL,1006
688,29-12-2021,AAPL,1007
689,30-12-2021,AAPL,1008
690,31-12-2021,AAPL,1009
691,01-01-2022,AAPL,1010
692,02-01-2022,AAPL,1011
693,03-01-2022,AAPL,1012
694,04-01-2022,AAPL,1013
695,05-01-2022,AAPL,1014
696,06-01-2022,AAPL,1015
697,07-01-2022,AAPL,1016
698,08-01-2022,AAPL,1017
699,09-01-2022,AAPL,1018
700,10-01-2022,AAPL,1019
701,11-01-2022,AAPL,1020
702,12-01-2022,AAPL,1021
703,13-01-2022,AAPL,1022
704,14-01-2022,AAPL,1023
705,15-01-2022,AAPL,1024
706,16-01-2022,AAPL,1025
707,17-01-2022,AAPL,1026
708,18-01-2022,AAPL,1027
709,19-01-2022,AAPL,1028
710,20-01-2022,AAPL,1029
711,21-01-2022,AAPL,1030
712,22-01-2022,AAPL,1031
713,23-01-2022,AAPL,1032
714,24-01-2022,AAPL,1033
715,25-01-2022,AAPL,1034
716,26-01-2022,AAPL,1035
717,27-01-2022,AAPL,1036
718,28-01-2022,AAPL,1037
719,29-01-2022,AAPL,1038
720,30-01-2022,AAPL,1039
721,31-01-2022,AAPL,1040
722,01-02-2022,AAPL,1041
723,02-02-2022,AAPL,1042
724,03-02-2022,AAPL,1043
725,04-02-2022,AAPL,1044
726,05-02-2022,AAPL,1045
727,06-02-2022,AAPL,1046
728,07-02-2022,AAPL,1047
729,08-02-2022,AAPL,1048
730,09-02-2022,AAPL,1049
731,10-02-2022,AAPL,1050
732,11-02-2022,AAPL,1051
733,12-02-2022,AAPL,1052
734,13-02-2022,AAPL,1053
735,14-02-2022,AAPL,1054
736,15-02-2022,AAPL,1055
737,16-02-2022,AAPL,1056
738,17-02-2022,AAPL,1057
739,18-02-2022,AAPL,1058
740,19-02-2022,AAPL,1059
741,20-02-2022,AAPL,1060
742,21-02-2022,AAPL,1061
743,22-02-2022,AAPL,1062
744,23-02-2022,AAPL,1063
745,24-02-2022,AAPL,1064
746,25-02-2022,AAPL,1065
747,26-02-2022,AAPL,1066
748,27-02-2022,AAPL,1067
749,28-02-2022,AAPL,1068
750,01-03-2022,AAPL,1069
751,02-03-2022,AAPL,1070
752,03-03-2022,AAPL,1071
753,04-03-2022,AAPL,1072
754,05-03-2022,AAPL,1073
755,06-03-2022,AAPL,1074
756,07-03-2022,AAPL,1075
757,08-03-2022,AAPL,1076
758,09-03-2022,AAPL,1077
759,10-03-2022,AAPL,1078
760,11-03-2022,AAPL,1079
761,12-03-2022,AAPL,1080
762,13-03-2022,AAPL,1081
763,14-03-2022,AAPL,1082
764,15-03-2022,AAPL,1083
765,16-03-2022,AAPL,1084
766,17-03-2022,AAPL,1085
767,18-03-2022,AAPL,1086
768,19-03-2022,AAPL,1087
769,20-03-2022,AAPL,1088
770,21-03-2022,AAPL,1089
771,22-03-2022,AAPL,1090
772,23-03-2022,AAPL,1091
773,24-03-2022,AAPL,1092
774,25-03-2022,AAPL,1093
775,26-03-2022,AAPL,1094
776,27-03-2022,AAPL,1095
777,28-03-2022,AAPL,1096
778,29-03-2022,AAPL,1097
779,30-03-2022,AAPL,1098
780,31-03-2022,AAPL,1099
781,01-04-2022,AAPL,1100
782,02-04-2022,AAPL,1101
783,03-04-2022,AAPL,1102
784,04-04-2022,AAPL,1103
785,05-04-2022,AAPL,1104
786,06-04-2022,AAPL,1105
787,07-04-2022,AAPL,1106
788,08-04-2022,AAPL,1107
789,09-04-2022,AAPL,1108
790,10-04-2022,AAPL,1109
791,11-04-2022,AAPL,1110
792,12-04-2022,AAPL,1111
793,13-04-2022,AAPL,1112
794,14-04-2022,AAPL,1113
795,15-04-2022,AAPL,1114
796,16-04-2022,AAPL,1115
797,17-04-2022,AAPL,1116
798,18-04-2022,AAPL,1117
799,19-04-2022,AAPL,1118
800,20-04-2022,AAPL,1119
801,21-04-2022,AAPL,1120
802,22-04-2022,AAPL,1121
803,23-04-2022,AAPL,1122
804,24-04-2022,AAPL,1123
805,25-04-2022,AAPL,1124
806,26-04-2022,AAPL,1125
807,27-04-2022,AAPL,1126
808,28-04-2022,AAPL,1127
809,29-04-2022,AAPL,1128
810,30-04-2022,AAPL,1129
811,01-05-2022,AAPL,1130
812,02-05-2022,AAPL,1131
813,03-05-2022,AAPL,1132
814,04-05-2022,AAPL,1133
815,05-05-2022,AAPL,1134
816,06-05-2022,AAPL,1135
817,07-05-2022,AAPL,1136
818,08-05-2022,AAPL,1137
819,09-05-2022,AAPL,1138
820,10-05-2022,AAPL,1139
821,11-05-2022,AAPL,1140
822,12-05-2022,AAPL,1141
823,13-05-2022,AAPL,1142
824,14-05-2022,AAPL,1143
825,15-05-2022,AAPL,1144
826,16-05-2022,AAPL,1145
827,17-05-2022,AAPL,1146
828,18-05-2022,AAPL,1147
829,19-05-2022,AAPL,1148
830,20-05-2022,AAPL,1149
831,21-05-2022,AAPL,1150
832,22-05-2022,AAPL,1151
833,23-05-2022,AAPL,1152
834,24-05-2022,AAPL,1153
835,25-05-2022,AAPL,1154
836,26-05-2022,AAPL,1155
837,27-05-2022,AAPL,1156
838,28-05-2022,AAPL,1157
839,29-05-2022,AAPL,1158
840,30-05-2022,AAPL,1159
841,31-05-2022,AAPL,1160
842,01-06-2022,AAPL,1161
843,02-06-2022,AAPL,1162
844,03-06-2022,AAPL,1163
845,04-06-2022,AAPL,1164
846,05-06-2022,AAPL,1165
847,06-06-2022,AAPL,1166
848,07-06-2022,AAPL,1167
849,08-06-2022,AAPL,1168
850,09-06-2022,AAPL,1169
851,10-06-2022,AAPL,1170
852,11-06-2022,AAPL,1171
853,12-06-2022,AAPL,1172
854,13-06-2022,AAPL,1173
855,14-06-2022,AAPL,1174
856,15-06-2022,AAPL,1175
857,16-06-2022,AAPL,1176
858,17-06-2022,AAPL,1177
859,18-06-2022,AAPL,1178
860,19-06-2022,AAPL,1179
861,20-06-2022,AAPL,1180
862,21-06-2022,AAPL,1181
